ID;Находится в реестре МСП;Размер компании.Наименование;Размер уставного капитала объявленный;ОКВЭД2.Наименование;ОКВЭД2.Код;Численность персонала по данным ФНС.Количество;Город фактический;Город юридический;ЕЛС действующий;Грузоотправитель;Грузополучатель;Карточка клиента (внешний источник).Индекс платежной дисциплины Описание;Карточка клиента (внешний источник).Индекс платежной дисциплины Значение;Карточка клиента (внешний источник).Индекс финансового риска Описание;Карточка клиента (внешний источник).Индекс финансового риска Значение;Госконтракты.Контракт;Госконтракты.Тип контракта
263;Нет;Крупный бизнес;442 932;Производство частей звукозаписывающей и звуковоспроизводящей аппаратуры и видеоаппаратуры;26.40.5;;Владимир;г. Владимир;          ;Нет;Нет;Низкий риск просрочки платежа;100;Низкий риск;24;Выполнение работ по поставке, монтажу и пусконаладочным работам радиосредств ОВЧ диапазона для Базового ЦОВД, а/п г.Самара;Исполнитель
263;Нет;Крупный бизнес;442 932;Производство частей звукозаписывающей и звуковоспроизводящей аппаратуры и видеоаппаратуры;26.40.5;;Владимир;г. Владимир;          ;Нет;Нет;Низкий риск просрочки платежа;100;Низкий риск;24;Выполнение работ по поставке, монтажу и пусконаладочным работам радиосредств ОВЧ диапазона для Йошкар-Олинского отделения Чувашского ЦОВД, а/п г. Йошкар-Ола;Исполнитель
263;Нет;Крупный бизнес;442 932;Производство частей звукозаписывающей и звуковоспроизводящей аппаратуры и видеоаппаратуры;26.40.5;;Владимир;г. Владимир;          ;Нет;Нет;Низкий риск просрочки платежа;100;Низкий риск;24;Выполнение работ по поставке, монтажу и пусконаладочным работам радиосредств ОВЧ диапазона для Оренбургского ЦОВД, а/п г. Оренбург и Орского ЦОВД, а/п г. Орск;Исполнитель
263;Нет;Крупный бизнес;442 932;Производство частей звукозаписывающей и звуковоспроизводящей аппаратуры и видеоаппаратуры;26.40.5;;Владимир;г. Владимир;          ;Нет;Нет;Низкий риск просрочки платежа;100;Низкий риск;24;Выполнение работ по поставке, монтажу и пусконаладочным работам радиосредств ОВЧ диапазона для Саратовского ЦОВД, а/п г.Саратов;Исполнитель
263;Нет;Крупный бизнес;442 932;Производство частей звукозаписывающей и звуковоспроизводящей аппаратуры и видеоаппаратуры;26.40.5;;Владимир;г. Владимир;          ;Нет;Нет;Низкий риск просрочки платежа;100;Низкий риск;24;Выполнение работ по поставке, монтажу и пусконаладочным работам радиосредств ОВЧ диапазона дляУльяновского ЦОВД, а/п г.Ульяновск;Исполнитель
263;Нет;Крупный бизнес;442 932;Производство частей звукозаписывающей и звуковоспроизводящей аппаратуры и видеоаппаратуры;26.40.5;;Владимир;г. Владимир;          ;Нет;Нет;Низкий риск просрочки платежа;100;Низкий риск;24;Выполнение работ по реконструкции региональной автоматизированной системы централизованного оповещения (РАСЦО) населения Мурманской области;Исполнитель
263;Нет;Крупный бизнес;442 932;Производство частей звукозаписывающей и звуковоспроизводящей аппаратуры и видеоаппаратуры;26.40.5;;Владимир;г. Владимир;          ;Нет;Нет;Низкий риск просрочки платежа;100;Низкий риск;24;Выполнение Работы по Объекту «Техническое перевооружение приемо-передающих центров связи и передачи данных и средств связи «воздух-земля» в диапазоне очень высоких частот» в части оснащения автоматизированным приемо-передающим центром Оссорского центра ОВД;Исполнитель
263;Нет;Крупный бизнес;442 932;Производство частей звукозаписывающей и звуковоспроизводящей аппаратуры и видеоаппаратуры;26.40.5;;Владимир;г. Владимир;          ;Нет;Нет;Низкий риск просрочки платежа;100;Низкий риск;24;"Выполнение Работы по оснащению  радиосредствами ОВЧ диапазона (РП-ЕС) филиала ""Аэронавигация Центральной Волги"" (Бураево, Месягутово)";Исполнитель
263;Нет;Крупный бизнес;442 932;Производство частей звукозаписывающей и звуковоспроизводящей аппаратуры и видеоаппаратуры;26.40.5;;Владимир;г. Владимир;          ;Нет;Нет;Низкий риск просрочки платежа;100;Низкий риск;24;Выполнение Работы по оснащению Абаканского ЦОВД, а/п Абакан радиосредствами ОВЧ диапазона;Исполнитель
263;Нет;Крупный бизнес;442 932;Производство частей звукозаписывающей и звуковоспроизводящей аппаратуры и видеоаппаратуры;26.40.5;;Владимир;г. Владимир;          ;Нет;Нет;Низкий риск просрочки платежа;100;Низкий риск;24;Выполнение Работы по оснащению Аэродрома Иркутск ВСОЦ ОВД радиосредствами ОВЧ диапазона;Исполнитель
263;Нет;Крупный бизнес;442 932;Производство частей звукозаписывающей и звуковоспроизводящей аппаратуры и видеоаппаратуры;26.40.5;;Владимир;г. Владимир;          ;Нет;Нет;Низкий риск просрочки платежа;100;Низкий риск;24;"Выполнение Работы по оснащению радиосредствами ОВЧ диапазона (РП-ЕС) филиала ""Аэронавигация Северного Урала""";Исполнитель
263;Нет;Крупный бизнес;442 932;Производство частей звукозаписывающей и звуковоспроизводящей аппаратуры и видеоаппаратуры;26.40.5;;Владимир;г. Владимир;          ;Нет;Нет;Низкий риск просрочки платежа;100;Низкий риск;24;Выполнение Работы по оснащению Стрежевского ЦОВД (а/п Стрежевой) радиосредствами ОВЧ диапазона;Исполнитель
263;Нет;Крупный бизнес;442 932;Производство частей звукозаписывающей и звуковоспроизводящей аппаратуры и видеоаппаратуры;26.40.5;;Владимир;г. Владимир;          ;Нет;Нет;Низкий риск просрочки платежа;100;Низкий риск;24;Выполнение Работы по оснащению Чокудархского ЦОВД, а/п Чокурдах радиосредствами ОВЧ диапазона.;Исполнитель
263;Нет;Крупный бизнес;442 932;Производство частей звукозаписывающей и звуковоспроизводящей аппаратуры и видеоаппаратуры;26.40.5;;Владимир;г. Владимир;          ;Нет;Нет;Низкий риск просрочки платежа;100;Низкий риск;24;Выполнение Работы по поставке радиосредств ОВЧ диапазона в Красноярский ЦОВД;Исполнитель
263;Нет;Крупный бизнес;442 932;Производство частей звукозаписывающей и звуковоспроизводящей аппаратуры и видеоаппаратуры;26.40.5;;Владимир;г. Владимир;          ;Нет;Нет;Низкий риск просрочки платежа;100;Низкий риск;24;Изготовление и поставка мачтовых устройств ХЖ2.092.098 с кронштейнами ХЖ4.132.239;Исполнитель
263;Нет;Крупный бизнес;442 932;Производство частей звукозаписывающей и звуковоспроизводящей аппаратуры и видеоаппаратуры;26.40.5;;Владимир;г. Владимир;          ;Нет;Нет;Низкий риск просрочки платежа;100;Низкий риск;24;Изготовление и поставка мачтовых устройств ХЖ2.092.098 с кронштейнами.;Исполнитель
263;Нет;Крупный бизнес;442 932;Производство частей звукозаписывающей и звуковоспроизводящей аппаратуры и видеоаппаратуры;26.40.5;;Владимир;г. Владимир;          ;Нет;Нет;Низкий риск просрочки платежа;100;Низкий риск;24;Изготовление и поставка мачтовых устройств Э4.115.001 с кронштейнами;Исполнитель
263;Нет;Крупный бизнес;442 932;Производство частей звукозаписывающей и звуковоспроизводящей аппаратуры и видеоаппаратуры;26.40.5;;Владимир;г. Владимир;          ;Нет;Нет;Низкий риск просрочки платежа;100;Низкий риск;24;Изготовление и поставка радиостанций;Исполнитель
263;Нет;Крупный бизнес;442 932;Производство частей звукозаписывающей и звуковоспроизводящей аппаратуры и видеоаппаратуры;26.40.5;;Владимир;г. Владимир;          ;Нет;Нет;Низкий риск просрочки платежа;100;Низкий риск;24;изготовление и поставка устройств мачтовых телескопических ХЖ2.092.099 высотой 13,3 м в количестве 78 шт;Исполнитель
263;Нет;Крупный бизнес;442 932;Производство частей звукозаписывающей и звуковоспроизводящей аппаратуры и видеоаппаратуры;26.40.5;;Владимир;г. Владимир;          ;Нет;Нет;Низкий риск просрочки платежа;100;Низкий риск;24;"Изготовление и поставка элементов крепления антенно-мачтовог
                    устройства";Исполнитель
263;Нет;Крупный бизнес;442 932;Производство частей звукозаписывающей и звуковоспроизводящей аппаратуры и видеоаппаратуры;26.40.5;;Владимир;г. Владимир;          ;Нет;Нет;Низкий риск просрочки платежа;100;Низкий риск;24;изготовление продукции согласно спецификации;Исполнитель
263;Нет;Крупный бизнес;442 932;Производство частей звукозаписывающей и звуковоспроизводящей аппаратуры и видеоаппаратуры;26.40.5;;Владимир;г. Владимир;          ;Нет;Нет;Низкий риск просрочки платежа;100;Низкий риск;24;Изготовление радиотехнической продукции;Исполнитель
263;Нет;Крупный бизнес;442 932;Производство частей звукозаписывающей и звуковоспроизводящей аппаратуры и видеоаппаратуры;26.40.5;;Владимир;г. Владимир;          ;Нет;Нет;Низкий риск просрочки платежа;100;Низкий риск;24;Комплекс работ по оснащению Мирнинского ЦОВД а/п Оленек, Усть-Нерского отделения, а/п Усть-Нера филиала Аэронавигация  Северо-Восточной Сибири радиотрансляционными пунктами ОВЧ диапазона РП-ЕС;Исполнитель
263;Нет;Крупный бизнес;442 932;Производство частей звукозаписывающей и звуковоспроизводящей аппаратуры и видеоаппаратуры;26.40.5;;Владимир;г. Владимир;          ;Нет;Нет;Низкий риск просрочки платежа;100;Низкий риск;24;На оказание услуг по эксплуатационно - техническому обслуживанию оборудования, текущему ремонту и проведению аварийно-восстановительных работ средств региональной автоматизированной системы централизованного оповещения (РАСЦО) на базе аппаратуры оповещения П-166 и КТСО-Р;Исполнитель
263;Нет;Крупный бизнес;442 932;Производство частей звукозаписывающей и звуковоспроизводящей аппаратуры и видеоаппаратуры;26.40.5;;Владимир;г. Владимир;          ;Нет;Нет;Низкий риск просрочки платежа;100;Низкий риск;24;Оборудование;Исполнитель
263;Нет;Крупный бизнес;442 932;Производство частей звукозаписывающей и звуковоспроизводящей аппаратуры и видеоаппаратуры;26.40.5;;Владимир;г. Владимир;          ;Нет;Нет;Низкий риск просрочки платежа;100;Низкий риск;24;Оказание услуг по транспортировке стоков;Исполнитель
263;Нет;Крупный бизнес;442 932;Производство частей звукозаписывающей и звуковоспроизводящей аппаратуры и видеоаппаратуры;26.40.5;;Владимир;г. Владимир;          ;Нет;Нет;Низкий риск просрочки платежа;100;Низкий риск;24;Оказание услуг по транспортировке сточных вод;Исполнитель
263;Нет;Крупный бизнес;442 932;Производство частей звукозаписывающей и звуковоспроизводящей аппаратуры и видеоаппаратуры;26.40.5;;Владимир;г. Владимир;          ;Нет;Нет;Низкий риск просрочки платежа;100;Низкий риск;24;Оказание услуг по транспортировке холодной воды;Исполнитель
263;Нет;Крупный бизнес;442 932;Производство частей звукозаписывающей и звуковоспроизводящей аппаратуры и видеоаппаратуры;26.40.5;;Владимир;г. Владимир;          ;Нет;Нет;Низкий риск просрочки платежа;100;Низкий риск;24;"Онащение радиостанциями ОВЧ диапазона аэропорта""Кольцово"" Екатеринбургского ЦОВД филиала ""Аэронавигация Урала""ФГУП ""Госкорпорация по ОрВД""";Исполнитель
263;Нет;Крупный бизнес;442 932;Производство частей звукозаписывающей и звуковоспроизводящей аппаратуры и видеоаппаратуры;26.40.5;;Владимир;г. Владимир;          ;Нет;Нет;Низкий риск просрочки платежа;100;Низкий риск;24;Оснащение АППЦ Усть-Большерецкого ЦОВД;Исполнитель
263;Нет;Крупный бизнес;442 932;Производство частей звукозаписывающей и звуковоспроизводящей аппаратуры и видеоаппаратуры;26.40.5;;Владимир;г. Владимир;          ;Нет;Нет;Низкий риск просрочки платежа;100;Низкий риск;24;Оснащение АППЦ Усть-Камчатского ЦОВД;Исполнитель
263;Нет;Крупный бизнес;442 932;Производство частей звукозаписывающей и звуковоспроизводящей аппаратуры и видеоаппаратуры;26.40.5;;Владимир;г. Владимир;          ;Нет;Нет;Низкий риск просрочки платежа;100;Низкий риск;24;Оснащение АППЦ Усть-Хайрюзовского ЦОВД;Исполнитель
263;Нет;Крупный бизнес;442 932;Производство частей звукозаписывающей и звуковоспроизводящей аппаратуры и видеоаппаратуры;26.40.5;;Владимир;г. Владимир;          ;Нет;Нет;Низкий риск просрочки платежа;100;Низкий риск;24;Оснащение средствами радиосвязи  ОВЧ: радиостанция Фазан-19Р50 с АФУ (2шт.), ОВЧ радиостанция Фазан-19Р5 с АФУ (2шт.), аэропорт Уренгой, Ямало-Ненецкий автономный округ;Исполнитель
263;Нет;Крупный бизнес;442 932;Производство частей звукозаписывающей и звуковоспроизводящей аппаратуры и видеоаппаратуры;26.40.5;;Владимир;г. Владимир;          ;Нет;Нет;Низкий риск просрочки платежа;100;Низкий риск;24;Оснащениерадиостанциями ОВЧ диапазона а/п Депутатский филиала Аэронавигация Северо-Восточной Сибири ФГУП Госкорпорация по ОрВД;Исполнитель
263;Нет;Крупный бизнес;442 932;Производство частей звукозаписывающей и звуковоспроизводящей аппаратуры и видеоаппаратуры;26.40.5;;Владимир;г. Владимир;          ;Нет;Нет;Низкий риск просрочки платежа;100;Низкий риск;24;Отбор аудиторской организации для оказания услуг по осуществлению обязательного ежегодного аудита бухгалтерской (финансовой) отчетности ОАО «Владимирский завод «Электроприбор» за 2017 год.;Заказчик
263;Нет;Крупный бизнес;442 932;Производство частей звукозаписывающей и звуковоспроизводящей аппаратуры и видеоаппаратуры;26.40.5;;Владимир;г. Владимир;          ;Нет;Нет;Низкий риск просрочки платежа;100;Низкий риск;24;Передача тепловой энергии на отопление;Исполнитель
263;Нет;Крупный бизнес;442 932;Производство частей звукозаписывающей и звуковоспроизводящей аппаратуры и видеоаппаратуры;26.40.5;;Владимир;г. Владимир;          ;Нет;Нет;Низкий риск просрочки платежа;100;Низкий риск;24;"Подрядчик выполнит комплекс работ, включая:поставку радиосредств ОВЧ диапазона в соответствии с Ведомостью поставки Оборудования до Мест установки Оборудования;проведение монтажных и пуско-наладочных работ в Месте установки Оборудования;инструктаж эксплуатирующего Оборудование персонала, указанного Заказчиком правилам эксплуатации Оборудования;участие в приёмо-сдаточных испытаниях в Месте установки Оборудования.";Исполнитель
263;Нет;Крупный бизнес;442 932;Производство частей звукозаписывающей и звуковоспроизводящей аппаратуры и видеоаппаратуры;26.40.5;;Владимир;г. Владимир;          ;Нет;Нет;Низкий риск просрочки платежа;100;Низкий риск;24;Поставка  прибора 904-02 ЛЮИУ.468548.001ТУ;Исполнитель
263;Нет;Крупный бизнес;442 932;Производство частей звукозаписывающей и звуковоспроизводящей аппаратуры и видеоаппаратуры;26.40.5;;Владимир;г. Владимир;          ;Нет;Нет;Низкий риск просрочки платежа;100;Низкий риск;24;Поставка (Помехозащитная носимая (авиадесантная) радиостанция МВ2-ДМВ диапозона Р-853-В2М);Исполнитель
263;Нет;Крупный бизнес;442 932;Производство частей звукозаписывающей и звуковоспроизводящей аппаратуры и видеоаппаратуры;26.40.5;;Владимир;г. Владимир;          ;Нет;Нет;Низкий риск просрочки платежа;100;Низкий риск;24;Поставка (Помехозащитная носимая радиостанция МВ2-ДМВ диапозона Р-853-В2М);Исполнитель
263;Нет;Крупный бизнес;442 932;Производство частей звукозаписывающей и звуковоспроизводящей аппаратуры и видеоаппаратуры;26.40.5;;Владимир;г. Владимир;          ;Нет;Нет;Низкий риск просрочки платежа;100;Низкий риск;24;Поставка (Помехозащитная носимая радиостанция МВ2-ДМВ диапозона Р-853-В2М) в.10;Исполнитель
263;Нет;Крупный бизнес;442 932;Производство частей звукозаписывающей и звуковоспроизводящей аппаратуры и видеоаппаратуры;26.40.5;;Владимир;г. Владимир;          ;Нет;Нет;Низкий риск просрочки платежа;100;Низкий риск;24;Поставка и монтаж аппаратуры дистанционного контроля и управления АППЦ;Исполнитель
263;Нет;Крупный бизнес;442 932;Производство частей звукозаписывающей и звуковоспроизводящей аппаратуры и видеоаппаратуры;26.40.5;;Владимир;г. Владимир;          ;Нет;Нет;Низкий риск просрочки платежа;100;Низкий риск;24;Поставка изделия 904-02 (ЛЮИУ.468548.001ТУ);Исполнитель
263;Нет;Крупный бизнес;442 932;Производство частей звукозаписывающей и звуковоспроизводящей аппаратуры и видеоаппаратуры;26.40.5;;Владимир;г. Владимир;          ;Нет;Нет;Низкий риск просрочки платежа;100;Низкий риск;24;Поставка коммуникационного оборудования;Исполнитель
263;Нет;Крупный бизнес;442 932;Производство частей звукозаписывающей и звуковоспроизводящей аппаратуры и видеоаппаратуры;26.40.5;;Владимир;г. Владимир;          ;Нет;Нет;Низкий риск просрочки платежа;100;Низкий риск;24;поставка комплектующих изделий согласно спецификации;Исполнитель
263;Нет;Крупный бизнес;442 932;Производство частей звукозаписывающей и звуковоспроизводящей аппаратуры и видеоаппаратуры;26.40.5;;Владимир;г. Владимир;          ;Нет;Нет;Низкий риск просрочки платежа;100;Низкий риск;24;Поставка мачты телескопической.;Исполнитель
263;Нет;Крупный бизнес;442 932;Производство частей звукозаписывающей и звуковоспроизводящей аппаратуры и видеоаппаратуры;26.40.5;;Владимир;г. Владимир;          ;Нет;Нет;Низкий риск просрочки платежа;100;Низкий риск;24;Поставка оборудования (мачтовое устройство Н=30м) для объекта строительства;Исполнитель
263;Нет;Крупный бизнес;442 932;Производство частей звукозаписывающей и звуковоспроизводящей аппаратуры и видеоаппаратуры;26.40.5;;Владимир;г. Владимир;          ;Нет;Нет;Низкий риск просрочки платежа;100;Низкий риск;24;Поставка оборудования (помехозащищенная наземная радиостанция МВ-ДМВ диапозона Р-997-1Б);Исполнитель
263;Нет;Крупный бизнес;442 932;Производство частей звукозаписывающей и звуковоспроизводящей аппаратуры и видеоаппаратуры;26.40.5;;Владимир;г. Владимир;          ;Нет;Нет;Низкий риск просрочки платежа;100;Низкий риск;24;Поставка оборудования для автоматизированной системы централизованного оповещения на базе аппаратуры оповещения П-166 и КТСО-Р на территории Сахалинской области;Исполнитель
263;Нет;Крупный бизнес;442 932;Производство частей звукозаписывающей и звуковоспроизводящей аппаратуры и видеоаппаратуры;26.40.5;;Владимир;г. Владимир;          ;Нет;Нет;Низкий риск просрочки платежа;100;Низкий риск;24;Поставка оборудования для модернизации системы оповещения КТСО-р;Исполнитель
263;Нет;Крупный бизнес;442 932;Производство частей звукозаписывающей и звуковоспроизводящей аппаратуры и видеоаппаратуры;26.40.5;;Владимир;г. Владимир;          ;Нет;Нет;Низкий риск просрочки платежа;100;Низкий риск;24;Поставка оборудования ОВЧ диапазона в а/д Новый Уренгой;Исполнитель
263;Нет;Крупный бизнес;442 932;Производство частей звукозаписывающей и звуковоспроизводящей аппаратуры и видеоаппаратуры;26.40.5;;Владимир;г. Владимир;          ;Нет;Нет;Низкий риск просрочки платежа;100;Низкий риск;24;"Поставка оборудования ОВЧ диапазона в филиал ""Аэронавигация Северо-Востока""";Исполнитель
263;Нет;Крупный бизнес;442 932;Производство частей звукозаписывающей и звуковоспроизводящей аппаратуры и видеоаппаратуры;26.40.5;;Владимир;г. Владимир;          ;Нет;Нет;Низкий риск просрочки платежа;100;Низкий риск;24;Поставка оборудования ОВЧ-диапазона для Казанского центра ОВД.;Исполнитель
263;Нет;Крупный бизнес;442 932;Производство частей звукозаписывающей и звуковоспроизводящей аппаратуры и видеоаппаратуры;26.40.5;;Владимир;г. Владимир;          ;Нет;Нет;Низкий риск просрочки платежа;100;Низкий риск;24;Поставка Оборудования ОВЧ-диапазона и выполнение монтажных и пуско-наладочных работ;Исполнитель
263;Нет;Крупный бизнес;442 932;Производство частей звукозаписывающей и звуковоспроизводящей аппаратуры и видеоаппаратуры;26.40.5;;Владимир;г. Владимир;          ;Нет;Нет;Низкий риск просрочки платежа;100;Низкий риск;24;Поставка опоры антенной «Башня-2» УРИВ.301329.074 высотой 28 метров с 8-гранной площадкой  для Печорского Центра ОВД;Исполнитель
263;Нет;Крупный бизнес;442 932;Производство частей звукозаписывающей и звуковоспроизводящей аппаратуры и видеоаппаратуры;26.40.5;;Владимир;г. Владимир;          ;Нет;Нет;Низкий риск просрочки платежа;100;Низкий риск;24;Поставка передатчика Фазан -19П50 с АФУ для Набережно-Челнинского центра ОВД Филиала «Татаэронавигация» «ФГУП «Госкорпорация по ОрВД»;Исполнитель
263;Нет;Крупный бизнес;442 932;Производство частей звукозаписывающей и звуковоспроизводящей аппаратуры и видеоаппаратуры;26.40.5;;Владимир;г. Владимир;          ;Нет;Нет;Низкий риск просрочки платежа;100;Низкий риск;24;Поставка ПКИ;Исполнитель
263;Нет;Крупный бизнес;442 932;Производство частей звукозаписывающей и звуковоспроизводящей аппаратуры и видеоаппаратуры;26.40.5;;Владимир;г. Владимир;          ;Нет;Нет;Низкий риск просрочки платежа;100;Низкий риск;24;"Поставка радиопередатчика ""Фазан 19П50""";Исполнитель
263;Нет;Крупный бизнес;442 932;Производство частей звукозаписывающей и звуковоспроизводящей аппаратуры и видеоаппаратуры;26.40.5;;Владимир;г. Владимир;          ;Нет;Нет;Низкий риск просрочки платежа;100;Низкий риск;24;Поставка радиопередатчика Фазан-19П50 для нужд Томского Центра ОВД;Исполнитель
263;Нет;Крупный бизнес;442 932;Производство частей звукозаписывающей и звуковоспроизводящей аппаратуры и видеоаппаратуры;26.40.5;;Владимир;г. Владимир;          ;Нет;Нет;Низкий риск просрочки платежа;100;Низкий риск;24;Поставка радиопередатчиков «Фазан 19П50» в количестве 2 шт;Исполнитель
263;Нет;Крупный бизнес;442 932;Производство частей звукозаписывающей и звуковоспроизводящей аппаратуры и видеоаппаратуры;26.40.5;;Владимир;г. Владимир;          ;Нет;Нет;Низкий риск просрочки платежа;100;Низкий риск;24;Поставка радиопередатчиков «Фазан-19П50» - ХЖ1.102.027 за приемкой «5» в количестве 2 шт. и проведение пусконаладочных работ в соответствии с Техническим заданием;Исполнитель
263;Нет;Крупный бизнес;442 932;Производство частей звукозаписывающей и звуковоспроизводящей аппаратуры и видеоаппаратуры;26.40.5;;Владимир;г. Владимир;          ;Нет;Нет;Низкий риск просрочки платежа;100;Низкий риск;24;Поставка радиопередатчиков Фазан-19П50 (9шт);Исполнитель
263;Нет;Крупный бизнес;442 932;Производство частей звукозаписывающей и звуковоспроизводящей аппаратуры и видеоаппаратуры;26.40.5;;Владимир;г. Владимир;          ;Нет;Нет;Низкий риск просрочки платежа;100;Низкий риск;24;Поставка радиоприёмника Фазан-19ПРМ ХЖ1.102.028-11 в комплекте с радиочастотным кабелем РК-50-7-35, ВЧ разъемами СР50-164ПВ для нужд Стрежевского Центра ОВД;Исполнитель
263;Нет;Крупный бизнес;442 932;Производство частей звукозаписывающей и звуковоспроизводящей аппаратуры и видеоаппаратуры;26.40.5;;Владимир;г. Владимир;          ;Нет;Нет;Низкий риск просрочки платежа;100;Низкий риск;24;Поставка радиоретрансляционного пункта ОВЧ диапазона РП-ЕС. Проведение монтажных и пуско-наладочных работ в метсе установки оборудования, инструктаж эксплуатирующего оборудование персонала, указанного заказчиком, правилам эксплуатации оборудования, участие в приемо-сдаточных испытаниях в месте установки оборудования;Исполнитель
263;Нет;Крупный бизнес;442 932;Производство частей звукозаписывающей и звуковоспроизводящей аппаратуры и видеоаппаратуры;26.40.5;;Владимир;г. Владимир;          ;Нет;Нет;Низкий риск просрочки платежа;100;Низкий риск;24;Поставка радиоретрансляционных пунктов ОВЧ диапазона РП-ЕС до места установки оборудования;Исполнитель
263;Нет;Крупный бизнес;442 932;Производство частей звукозаписывающей и звуковоспроизводящей аппаратуры и видеоаппаратуры;26.40.5;;Владимир;г. Владимир;          ;Нет;Нет;Низкий риск просрочки платежа;100;Низкий риск;24;"Поставка радиосредств ОВЧ диапазона серии ""Фазан""";Исполнитель
263;Нет;Крупный бизнес;442 932;Производство частей звукозаписывающей и звуковоспроизводящей аппаратуры и видеоаппаратуры;26.40.5;;Владимир;г. Владимир;          ;Нет;Нет;Низкий риск просрочки платежа;100;Низкий риск;24;Поставка радиосредств ОВЧ диапазона. Проведение монтажных работ в месте установки оборудования, инструктаж персонала, указанного заказчиком, правилам эксплуатации оборудования. Участие в примке выполненных работ.;Исполнитель
263;Нет;Крупный бизнес;442 932;Производство частей звукозаписывающей и звуковоспроизводящей аппаратуры и видеоаппаратуры;26.40.5;;Владимир;г. Владимир;          ;Нет;Нет;Низкий риск просрочки платежа;100;Низкий риск;24;"Поставка радиосредств серии ""Фазан"" в филиал ""Аэронавигация Дальнего Востока"" до мест установки оборудования";Исполнитель
263;Нет;Крупный бизнес;442 932;Производство частей звукозаписывающей и звуковоспроизводящей аппаратуры и видеоаппаратуры;26.40.5;;Владимир;г. Владимир;          ;Нет;Нет;Низкий риск просрочки платежа;100;Низкий риск;24;"Поставка радиосредства ОВЧ диапазона серии ""Фазан""";Исполнитель
263;Нет;Крупный бизнес;442 932;Производство частей звукозаписывающей и звуковоспроизводящей аппаратуры и видеоаппаратуры;26.40.5;;Владимир;г. Владимир;          ;Нет;Нет;Низкий риск просрочки платежа;100;Низкий риск;24;"Поставка радиостанции  ""Фазан- 19Р5"" ХЖ 1 102 026";Исполнитель
263;Нет;Крупный бизнес;442 932;Производство частей звукозаписывающей и звуковоспроизводящей аппаратуры и видеоаппаратуры;26.40.5;;Владимир;г. Владимир;          ;Нет;Нет;Низкий риск просрочки платежа;100;Низкий риск;24;"Поставка радиостанции  ""Фазан- 19Р5"" ХЖ 1 102 026-03";Исполнитель
263;Нет;Крупный бизнес;442 932;Производство частей звукозаписывающей и звуковоспроизводящей аппаратуры и видеоаппаратуры;26.40.5;;Владимир;г. Владимир;          ;Нет;Нет;Низкий риск просрочки платежа;100;Низкий риск;24;Поставка радиостанции «Фазан-19Р50» с устройством антенным АНК100-150  и кабелем РК-50-7-35 (с ВЧ разъемами) длиной 60 метров;Исполнитель
263;Нет;Крупный бизнес;442 932;Производство частей звукозаписывающей и звуковоспроизводящей аппаратуры и видеоаппаратуры;26.40.5;;Владимир;г. Владимир;          ;Нет;Нет;Низкий риск просрочки платежа;100;Низкий риск;24;Поставка радиостанции Фазан;Исполнитель
263;Нет;Крупный бизнес;442 932;Производство частей звукозаписывающей и звуковоспроизводящей аппаратуры и видеоаппаратуры;26.40.5;;Владимир;г. Владимир;          ;Нет;Нет;Низкий риск просрочки платежа;100;Низкий риск;24;Поставка радиостанции Фазан-19Р50 для нужд Томского Центра ОВД;Исполнитель
263;Нет;Крупный бизнес;442 932;Производство частей звукозаписывающей и звуковоспроизводящей аппаратуры и видеоаппаратуры;26.40.5;;Владимир;г. Владимир;          ;Нет;Нет;Низкий риск просрочки платежа;100;Низкий риск;24;Поставка радиостанций «Фазан Р5» и комплектующих к ним;Исполнитель
263;Нет;Крупный бизнес;442 932;Производство частей звукозаписывающей и звуковоспроизводящей аппаратуры и видеоаппаратуры;26.40.5;;Владимир;г. Владимир;          ;Нет;Нет;Низкий риск просрочки платежа;100;Низкий риск;24;Поставка радиостанций «Фазан-19Р5» - ХЖ1.102.026 за приемкой «5»;Исполнитель
263;Нет;Крупный бизнес;442 932;Производство частей звукозаписывающей и звуковоспроизводящей аппаратуры и видеоаппаратуры;26.40.5;;Владимир;г. Владимир;          ;Нет;Нет;Низкий риск просрочки платежа;100;Низкий риск;24;Поставка радиостанций «Фазан-19Р5».Количество и характеристики Оборудования в соответствии с Техническим заданием и  Спецификацией (Приложения № 1, 2 к Проекту Договора часть II закупочной документации).;Исполнитель
263;Нет;Крупный бизнес;442 932;Производство частей звукозаписывающей и звуковоспроизводящей аппаратуры и видеоаппаратуры;26.40.5;;Владимир;г. Владимир;          ;Нет;Нет;Низкий риск просрочки платежа;100;Низкий риск;24;поставка радиостанций ОВЧ диапазона;Исполнитель
